brand,model,year,body_type,fuel_type,engine_volume,mileage,transmission,drive_type,steering_wheel,kz_registration,imgs_count,g_start_year,g_end_year,g_is_current,g_number,g_is_restyling,g_age_car_release,g_span,generation_number_missing,is_premium,city_name,region,city_tier,is_big_city,is_electric,car_age,is_new_car,is_recent_car,is_old_car,age_bucket,is_metallic,base_color,color_known,log_mileage,mileage_per_year,log_mileage_per_year,has_low_mileage,has_high_mileage,is_automatic_like,body_segment,log_imgs_count,has_few_photos,has_many_photos,brand_model
Toyota,Land Cruiser,2019,Внедорожник,бензин,4.6,114000,Автомат,Полный привод,1,1,14,2015.0,2021.0,0.0,0.0,1.0,4.0,6.0,1,0,Кокшетау,Акмолинская область,regional_center,0,0,7,0,0,0,4_7,0,unknown,0,11.643962499267984,16285.714285714286,9.698104979944972,0,0,1,suv_like,2.70805020110221,0,0,Toyota__Land Cruiser
BMW,520,1996,Седан,бензин,2.0,267000,Механика,Задний привод,1,1,22,1995.0,2000.0,0.0,0.0,0.0,1.0,5.0,1,1,Астана,Акмолинская область,tier_1,1,0,30,0,0,1,20_plus,1,белый,1,12.495007682693725,8900.0,9.093918908958932,0,0,0,sedan_like,3.1354942159291497,0,1,BMW__520
Audi,100,1993,Седан,бензин,2.8,7777,Механика,Передний привод,1,1,10,1990.0,1994.0,0.0,4.0,0.0,3.0,4.0,0,1,Тараз,Жамбылская область,regional_center,0,0,33,0,0,1,20_plus,0,unknown,0,8.959054514715692,235.66666666666666,5.466652681367251,1,0,0,sedan_like,2.3978952727983707,0,0,Audi__100
Chevrolet,Nexia,2020,Седан,бензин,1.5,112000,Автомат,Передний привод,1,1,9,2020.0,2026.0,1.0,1.0,0.0,0.0,6.0,0,0,Усть-Каменогорск,Восточно-Казахстанская область,regional_center,0,0,6,0,0,0,4_7,1,белый,1,11.626263078808801,18666.666666666668,9.83454825104285,0,0,1,sedan_like,2.302585092994046,0,0,Chevrolet__Nexia
Toyota,Corolla,2007,Седан,бензин,1.6,231000,Автомат,Передний привод,1,1,8,2006.0,2013.0,0.0,0.0,0.0,1.0,7.0,1,0,Астана,Акмолинская область,tier_1,1,0,19,0,0,1,13_20,0,синий,1,12.35017731849889,12157.894736842105,9.405816258037307,0,0,1,sedan_like,2.1972245773362196,0,0,Toyota__Corolla
Audi,Q5,2011,Кроссовер,бензин,2.0,131000,Автомат,Полный привод,1,1,7,2008.0,2012.0,0.0,1.0,0.0,3.0,4.0,0,1,Алматы,Алматинская область,tier_1,1,0,15,0,0,1,13_20,0,unknown,0,11.782960235741939,8733.333333333334,9.075016898342811,0,0,1,suv_like,2.0794415416798357,0,0,Audi__Q5
Toyota,Land Cruiser,2021,Внедорожник,бензин,4.6,116000,Автомат,Полный привод,1,1,35,2015.0,2021.0,0.0,0.0,1.0,6.0,6.0,1,0,Алматы,Алматинская область,tier_1,1,0,5,0,0,0,4_7,0,белый,1,11.661354090741,23200.0,10.05195066017375,0,0,1,suv_like,3.58351893845611,0,1,Toyota__Land Cruiser
Kia,Rio,2015,Седан,бензин,1.4,180000,Автомат,Передний привод,1,1,10,2015.0,2017.0,0.0,3.0,1.0,0.0,2.0,0,0,Алматы,Алматинская область,tier_1,1,0,11,0,0,0,8_12,0,unknown,0,12.100717685412471,16363.636363636364,9.70287796631788,0,0,1,sedan_like,2.3978952727983707,0,0,Kia__Rio
Chevrolet,Lacetti,2007,Седан,бензин,1.4,272000,Механика,Передний привод,1,1,13,2004.0,2013.0,0.0,1.0,0.0,3.0,9.0,0,0,Астана,Акмолинская область,tier_1,1,0,19,0,0,1,13_20,0,черный,1,12.513561021741964,14315.78947368421,9.569188216613266,0,0,0,sedan_like,2.639057329615259,0,0,Chevrolet__Lacetti
Chevrolet,Cruze,2012,Седан,бензин,1.8,311000,Автомат,Передний привод,1,1,6,2009.0,2012.0,0.0,0.0,0.0,3.0,3.0,1,0,Алматы,Алматинская область,tier_1,1,0,14,0,0,0,13_20,0,серебристый,1,12.647551406590285,22214.285714285714,10.00853587661009,0,0,1,sedan_like,1.9459101490553132,0,0,Chevrolet__Cruze
Chevrolet,Onix,2025,Седан,бензин,1.2,5580,Автомат,Передний привод,1,1,9,2019.0,2026.0,1.0,2.0,0.0,6.0,7.0,0,0,Атырау,Атырауская область,regional_center,0,0,1,1,1,0,0_1,1,серый,1,8.627123250788433,5580.0,8.627123250788433,0,0,1,sedan_like,2.302585092994046,0,0,Chevrolet__Onix
Mercedes-Benz,E 300,2023,Седан,бензин,2.0,37000,Автомат,Задний привод,1,0,12,2020.0,2026.0,1.0,0.0,1.0,3.0,6.0,1,1,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,0,unknown,0,10.518700218288165,12333.333333333334,9.42014198075244,0,0,1,sedan_like,2.5649493574615367,0,0,Mercedes-Benz__E 300
Audi,A4,2011,Седан,бензин,2.0,270000,Вариатор,Передний привод,1,1,13,2007.0,2011.0,0.0,0.0,0.0,4.0,4.0,1,1,Костанай,Костанайская область,regional_center,0,0,15,0,0,1,13_20,0,белый,1,12.506180941677357,18000.0,9.798182590890704,0,0,1,sedan_like,2.639057329615259,0,0,Audi__A4
Audi,A6,1994,Универсал,бензин,2.0,300000,Механика,Полный привод,1,1,53,1994.0,1997.0,0.0,0.0,0.0,0.0,3.0,1,1,Тараз,Жамбылская область,regional_center,0,0,32,0,0,1,20_plus,1,серебристый,1,12.611541086966115,9375.0,9.145908511816794,0,0,0,compact_wagon,3.9889840465642745,0,1,Audi__A6
Mercedes-Benz,C 180,1994,Седан,бензин,1.8,333333,Механика,Задний привод,1,1,5,1993.0,1997.0,0.0,0.0,0.0,1.0,4.0,1,1,Павлодар,Павлодарская область,regional_center,0,0,32,0,0,1,20_plus,0,черный,1,12.716900269294165,10416.65625,9.251257361984223,0,0,0,sedan_like,1.791759469228055,0,0,Mercedes-Benz__C 180
Hyundai,Elantra,2015,Седан,бензин,2.0,198443,Автомат,Передний привод,1,0,8,2013.0,2016.0,0.0,5.0,1.0,2.0,3.0,0,0,Уральск,Западно-Казахстанская область,regional_center,0,0,11,0,0,0,8_12,0,белый,1,12.198262223438197,18040.272727272728,9.80041734142034,0,0,1,sedan_like,2.1972245773362196,0,0,Hyundai__Elantra
Chevrolet,Cobalt,2026,Седан,бензин,1.5,2000,Автомат,Передний привод,1,1,5,2011.0,2026.0,1.0,2.0,0.0,15.0,15.0,0,0,Астана,Акмолинская область,tier_1,1,0,0,1,1,0,0_1,0,серый,1,7.601402334583733,2000.0,7.601402334583733,1,0,1,sedan_like,1.791759469228055,0,0,Chevrolet__Cobalt
Chevrolet,Cobalt,2023,Седан,бензин,1.5,42000,Автомат,Передний привод,1,1,23,2020.0,2026.0,1.0,2.0,1.0,3.0,6.0,0,0,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,1,белый,1,10.645448706505872,14000.0,9.546884034617925,0,0,1,sedan_like,3.1780538303479458,0,1,Chevrolet__Cobalt
Mercedes-Benz,G 500,2008,Внедорожник,бензин,5.0,221917,Автомат,Полный привод,1,1,44,2006.0,2012.0,0.0,0.0,1.0,2.0,6.0,1,1,Тараз,Жамбылская область,regional_center,0,0,18,0,0,1,13_20,1,черный,1,12.31006322325138,12328.722222222223,9.41976806729328,0,0,1,suv_like,3.8066624897703196,0,1,Mercedes-Benz__G 500
Chevrolet,Malibu,2022,Седан,бензин,2.0,64000,Автомат,Передний привод,1,1,28,2018.0,2026.0,1.0,9.0,1.0,4.0,8.0,0,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,1,белый,1,11.06665398721974,16000.0,9.680406499268875,0,0,1,sedan_like,3.367295829986474,0,1,Chevrolet__Malibu
Kia,Morning,2019,Хэтчбек,бензин,1.0,50000,Автомат,Передний привод,1,1,9,2017.0,2026.0,1.0,3.0,0.0,2.0,9.0,0,0,Алматы,Алматинская область,tier_1,1,0,7,0,0,0,4_7,0,красный,1,10.819798284210286,7142.857142857143,8.874008125555884,0,0,1,compact_wagon,2.302585092994046,0,0,Kia__Morning
Lexus,RX 200t,2017,Кроссовер,бензин,2.0,61962,Автомат,Полный привод,1,1,19,2015.0,2019.0,0.0,4.0,0.0,2.0,4.0,0,1,Алматы,Алматинская область,tier_1,1,0,9,0,0,0,8_12,0,коричневый,1,11.034292711693084,6884.666666666667,8.837197235330143,0,0,1,suv_like,2.995732273553991,0,1,Lexus__RX 200t
Audi,A8,1996,Седан,бензин,2.8,460000,Автомат,Передний привод,1,1,6,1994.0,1999.0,0.0,1.0,0.0,2.0,5.0,0,1,Алматы,Алматинская область,tier_1,1,0,30,0,0,1,20_plus,1,серебристый,1,13.038983942375959,15333.333333333334,9.637849602067865,0,0,1,sedan_like,1.9459101490553132,0,0,Audi__A8
Hyundai,Grandeur,2014,Седан,бензин,3.0,140000,Автомат,Передний привод,1,1,20,2014.0,2016.0,0.0,0.0,1.0,0.0,2.0,1,0,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,1,черный,1,11.849404844423074,11666.666666666666,9.364576762415895,0,0,1,sedan_like,3.044522437723423,0,1,Hyundai__Grandeur
Kia,Sportage,2014,Кроссовер,бензин,2.0,112000,Автомат,Полный привод,1,1,6,2014.0,2016.0,0.0,3.0,1.0,0.0,2.0,0,0,Астана,Акмолинская область,tier_1,1,0,12,0,0,0,8_12,1,черный,1,11.626263078808801,9333.333333333334,9.141454637606989,0,0,1,suv_like,1.9459101490553132,0,0,Kia__Sportage
Lexus,GS 350,2012,Седан,бензин,3.5,133000,Автомат,Полный привод,0,1,22,2011.0,2015.0,0.0,4.0,0.0,1.0,4.0,0,1,Караганда,Карагандинская область,regional_center,0,0,14,0,0,0,13_20,1,серый,1,11.798111925972618,9500.0,9.15915233520675,0,0,1,sedan_like,3.1354942159291497,0,1,Lexus__GS 350
Lexus,ES 350,2020,Седан,бензин,3.5,94000,Автомат,Передний привод,1,1,11,2018.0,2026.0,1.0,7.0,0.0,2.0,8.0,0,1,Алматы,Алматинская область,tier_1,1,0,6,0,0,0,4_7,1,черный,1,11.451060699493427,15666.666666666666,9.659354419774285,0,0,1,sedan_like,2.4849066497880004,0,0,Lexus__ES 350
Audi,A6,1994,Седан,бензин,2.6,450000,Автомат,Передний привод,1,1,5,1994.0,1997.0,0.0,0.0,0.0,0.0,3.0,1,1,Тараз,Жамбылская область,regional_center,0,0,32,0,0,1,20_plus,0,серебристый,1,13.017005083966255,14062.5,9.551338067529612,0,0,1,sedan_like,1.791759469228055,0,0,Audi__A6
Kia,K5,2010,Седан,бензин,2.0,150000,Автомат,Передний привод,1,1,36,2010.0,2013.0,0.0,1.0,0.0,0.0,3.0,0,0,Алматы,Алматинская область,tier_1,1,0,16,0,0,1,13_20,0,белый,1,11.918397239722838,9375.0,9.145908511816794,0,0,1,sedan_like,3.6109179126442243,0,1,Kia__K5
Lexus,RX 300,2020,Кроссовер,бензин,2.0,69000,Автомат,Полный привод,1,1,7,2019.0,2026.0,1.0,4.0,1.0,1.0,7.0,0,1,Астана,Акмолинская область,tier_1,1,0,6,0,0,0,4_7,0,unknown,0,11.141876276228,11500.0,9.350189267092581,0,0,1,suv_like,2.0794415416798357,0,0,Lexus__RX 300
Lexus,RX 350,2012,Кроссовер,бензин,3.5,128000,Автомат,Полный привод,1,1,28,2008.0,2012.0,0.0,3.0,0.0,4.0,4.0,0,1,Караганда,Карагандинская область,regional_center,0,0,14,0,0,0,13_20,0,unknown,0,11.759793355371237,9142.857142857143,9.120837582305487,0,0,1,suv_like,3.367295829986474,0,1,Lexus__RX 350
Chevrolet,Nexia,2021,Седан,бензин,1.5,160000,Механика,Передний привод,1,1,7,2020.0,2026.0,1.0,1.0,0.0,1.0,6.0,0,0,Шымкент,Туркестанская область,tier_2,1,0,5,0,0,0,4_7,0,unknown,0,11.982935344196433,32000.0,10.373522431293592,0,1,0,sedan_like,2.0794415416798357,0,0,Chevrolet__Nexia
Chevrolet,Malibu,2022,Седан,бензин,1.5,39000,Автомат,Передний привод,1,1,3,2018.0,2026.0,1.0,9.0,1.0,4.0,8.0,0,0,Тараз,Жамбылская область,regional_center,0,0,4,0,0,0,4_7,0,unknown,0,10.571342565808699,9750.0,9.18512512283512,0,0,1,sedan_like,1.3862943611198906,1,0,Chevrolet__Malibu
Kia,Cadenza,2015,Седан,бензин,3.5,215000,Автомат,Передний привод,1,1,8,2013.0,2016.0,0.0,1.0,1.0,2.0,3.0,0,0,Атырау,Атырауская область,regional_center,0,0,11,0,0,0,8_12,1,белый,1,12.278397958261774,19545.454545454544,9.880549195793355,0,0,1,sedan_like,2.1972245773362196,0,0,Kia__Cadenza
Audi,A4,2008,Седан,бензин,1.8,265000,Вариатор,Передний привод,1,0,7,2007.0,2011.0,0.0,0.0,0.0,1.0,4.0,1,1,Атырау,Атырауская область,regional_center,0,0,18,0,0,1,13_20,0,синий,1,12.487488878546145,14722.222222222223,9.59718126929373,0,0,1,sedan_like,2.0794415416798357,0,0,Audi__A4
Toyota,Highlander,2024,Кроссовер,бензин,2.4,21000,Автомат,Полный привод,1,1,5,2019.0,2026.0,1.0,4.0,0.0,5.0,7.0,0,0,Астана,Акмолинская область,tier_1,1,0,2,0,1,0,2_3,0,unknown,0,9.952325334619427,10500.0,9.259225769705994,0,0,1,suv_like,1.791759469228055,0,0,Toyota__Highlander
Chevrolet,Epica,2010,Седан,бензин,2.0,250000,Автомат,Передний привод,1,1,4,2009.0,2013.0,0.0,1.0,1.0,1.0,4.0,0,0,Актау,Мангистауская область,regional_center,0,0,16,0,0,1,13_20,0,черный,1,12.429220196836383,15625.0,9.65669147255669,0,0,1,sedan_like,1.6094379124341003,0,0,Chevrolet__Epica
Mercedes-Benz,B 170,2008,Хэтчбек,газ-бензин,2.0,142000,Вариатор,Передний привод,1,1,15,2008.0,2011.0,0.0,0.0,1.0,0.0,3.0,1,1,Павлодар,Павлодарская область,regional_center,0,0,18,0,0,1,13_20,0,белый,1,11.863589378812122,7888.888888888889,8.973337331217172,0,0,1,compact_wagon,2.772588722239781,0,1,Mercedes-Benz__B 170
Toyota,RAV4,2007,Кроссовер,бензин,2.4,151000,Автомат,Полный привод,1,1,99,2005.0,2008.0,0.0,3.0,0.0,2.0,3.0,0,0,Алматы,Алматинская область,tier_1,1,0,19,0,0,1,13_20,1,серебристый,1,11.92504173829169,7947.368421052632,8.980721956529536,0,0,1,suv_like,4.605170185988092,0,1,Toyota__RAV4
Chevrolet,Cruze,2013,Седан,бензин,1.4,214000,Автомат,Передний привод,1,1,8,2012.0,2015.0,0.0,0.0,1.0,1.0,3.0,1,0,Актобе,Актюбинская область,regional_center,0,0,13,0,0,0,13_20,1,черный,1,12.273735966890268,16461.53846153846,9.708842682360938,0,0,1,sedan_like,2.1972245773362196,0,0,Chevrolet__Cruze
Toyota,Land Cruiser,2012,Внедорожник,газ-бензин,4.6,212000,Автомат,Полный привод,1,1,22,2012.0,2015.0,0.0,0.0,1.0,0.0,3.0,1,0,Семей,Абайская область,regional_center,0,0,14,0,0,0,13_20,1,черный,1,12.264346270624157,15142.857142857143,9.625350259594345,0,0,1,suv_like,3.1354942159291497,0,1,Toyota__Land Cruiser
Kia,K8,2021,Седан,бензин,2.5,41346,Автомат,Передний привод,1,1,19,2021.0,2026.0,1.0,1.0,0.0,0.0,5.0,0,0,Алматы,Алматинская область,tier_1,1,0,5,0,0,0,4_7,0,синий,1,10.62975514642929,8269.2,9.02041397152217,0,0,1,sedan_like,2.995732273553991,0,1,Kia__K8
Mercedes-Benz,GLK 280,2008,Кроссовер,бензин,3.0,285000,Автомат,Полный привод,1,1,11,2008.0,2012.0,0.0,0.0,0.0,0.0,4.0,1,1,Улкен Нарын,Восточно-Казахстанская область,other_city,0,0,18,0,0,1,13_20,1,серебристый,1,12.560247968016562,15833.333333333334,9.669935857254984,0,0,1,suv_like,2.4849066497880004,0,0,Mercedes-Benz__GLK 280
Kia,Stinger,2018,Лифтбек,бензин,2.0,146419,Автомат,Задний привод,1,1,15,2017.0,2021.0,0.0,1.0,0.0,1.0,4.0,0,0,Алматы,Алматинская область,tier_1,1,0,8,0,0,0,8_12,0,unknown,0,11.894234483200634,18302.375,9.814840748054594,0,0,1,sedan_like,2.772588722239781,0,1,Kia__Stinger
Kia,Cadenza,2015,Седан,бензин,3.5,219742,Автомат,Передний привод,1,1,25,2013.0,2016.0,0.0,1.0,1.0,2.0,3.0,0,0,Шымкент,Туркестанская область,tier_2,1,0,11,0,0,0,8_12,0,черный,1,12.300213960660084,19976.545454545456,9.902364194533,0,0,1,sedan_like,3.258096538021482,0,1,Kia__Cadenza
Chevrolet,Tracker,2015,Кроссовер,бензин,1.8,122000,Автомат,Полный привод,1,1,18,2013.0,2017.0,0.0,3.0,0.0,2.0,4.0,0,0,Рудный,Костанайская область,other_city,0,0,11,0,0,0,8_12,1,серый,1,11.711784520403112,11090.90909090909,9.313971210786926,0,0,1,suv_like,2.9444389791664403,0,1,Chevrolet__Tracker
Audi,100,1992,Седан,бензин,2.6,111111,Механика,Передний привод,1,1,17,1990.0,1994.0,0.0,4.0,0.0,2.0,4.0,0,1,Мерке,Жамбылская область,other_city,0,0,34,0,0,1,20_plus,1,серебристый,1,11.618293980596055,3267.970588235294,8.092230409508849,1,0,0,sedan_like,2.8903717578961645,0,1,Audi__100
Hyundai,Sonata,2023,Седан,бензин,2.5,40609,Автомат,Передний привод,1,1,5,2023.0,2026.0,1.0,8.0,1.0,0.0,3.0,0,0,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,0,белый,1,10.611769620680343,13536.333333333334,9.513206579753003,0,0,1,sedan_like,1.791759469228055,0,0,Hyundai__Sonata
BMW,550,2022,Седан,бензин,4.4,18900,Автомат,Полный привод,1,1,0,2020.0,2026.0,1.0,0.0,1.0,2.0,6.0,1,1,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,unknown,0,9.846970109700957,4725.0,8.460834457746854,1,0,1,sedan_like,0.0,1,0,BMW__550
Toyota,Highlander,2002,Кроссовер,бензин,3.0,170000,Автомат,Полный привод,1,1,30,2001.0,2003.0,0.0,1.0,0.0,1.0,2.0,0,0,Алматы,Алматинская область,tier_1,1,0,24,0,0,1,20_plus,1,серебристый,1,12.04355959836804,7083.333333333333,8.86564105219058,0,0,1,suv_like,3.4339872044851463,0,1,Toyota__Highlander
Toyota,Corolla,2008,Хэтчбек,бензин,1.6,220000,Робот,Передний привод,1,1,11,2000.0,2008.0,0.0,0.0,0.0,8.0,8.0,1,0,Усть-Каменогорск,Восточно-Казахстанская область,regional_center,0,0,18,0,0,1,13_20,0,unknown,0,12.301387370778713,12222.222222222223,9.411092882273227,0,0,1,compact_wagon,2.4849066497880004,0,0,Toyota__Corolla
BMW,540,2017,Седан,бензин,3.0,128000,Автомат,Задний привод,1,1,53,2016.0,2020.0,0.0,0.0,0.0,1.0,4.0,1,1,Алматы,Алматинская область,tier_1,1,0,9,0,0,0,8_12,1,серебристый,1,11.759793355371237,14222.222222222223,9.562631275593727,0,0,1,sedan_like,3.9889840465642745,0,1,BMW__540
Mercedes-Benz,S 63 AMG,2014,Седан,бензин,5.5,122000,Автомат,Полный привод,1,1,25,2013.0,2017.0,0.0,0.0,0.0,1.0,4.0,1,1,Астана,Акмолинская область,tier_1,1,0,12,0,0,0,8_12,0,unknown,0,11.711784520403112,10166.666666666666,9.22696802974604,0,0,1,sedan_like,3.258096538021482,0,1,Mercedes-Benz__S 63 AMG
