brand,model,year,body_type,fuel_type,engine_volume,mileage,transmission,drive_type,steering_wheel,kz_registration,imgs_count,g_start_year,g_end_year,g_is_current,g_number,g_is_restyling,g_age_car_release,g_span,generation_number_missing,is_premium,city_name,region,city_tier,is_big_city,is_electric,car_age,is_new_car,is_recent_car,is_old_car,age_bucket,is_metallic,base_color,color_known,log_mileage,mileage_per_year,log_mileage_per_year,has_low_mileage,has_high_mileage,is_automatic_like,body_segment,log_imgs_count,has_few_photos,has_many_photos,brand_model
Lexus,ES 300,2003,Седан,газ-бензин,3.0,215888,Автомат,Передний привод,1,1,2,2001.0,2006.0,0.0,4.0,0.0,2.0,5.0,0,1,Алматы,Алматинская область,tier_1,1,0,23,0,0,1,20_plus,0,unknown,0,12.282519665691265,9386.434782608696,9.14712734878953,0,0,1,sedan_like,1.0986122886681096,1,0,Lexus__ES 300
Lexus,RX 350,2009,Кроссовер,бензин,3.5,222677,Автомат,Полный привод,1,1,30,2008.0,2012.0,0.0,3.0,0.0,1.0,4.0,0,1,Алматы,Алматинская область,tier_1,1,0,17,0,0,1,13_20,1,серый,1,12.313482060758997,13098.64705882353,9.480340566751758,0,0,1,suv_like,3.4339872044851463,0,1,Lexus__RX 350
Kia,K5,2020,Седан,газ,1.6,274780,Автомат,Передний привод,1,1,12,2015.0,2021.0,0.0,2.0,0.0,5.0,6.0,0,0,Тараз,Жамбылская область,regional_center,0,0,6,0,0,0,4_7,0,белый,1,12.523729695746374,45796.666666666664,10.731988422661829,0,1,1,sedan_like,2.5649493574615367,0,0,Kia__K5
Audi,A4,2013,Седан,бензин,1.8,220000,Вариатор,Передний привод,1,1,13,2011.0,2015.0,0.0,0.0,1.0,2.0,4.0,1,1,Караганда,Карагандинская область,regional_center,0,0,13,0,0,0,13_20,1,белый,1,12.301387370778713,16923.076923076922,9.736492557036254,0,0,1,sedan_like,2.639057329615259,0,0,Audi__A4
Hyundai,Santa Fe,2007,Кроссовер,бензин,3.3,333756,Автомат,Передний привод,1,1,17,2005.0,2010.0,0.0,2.0,0.0,2.0,5.0,0,0,Усть-Каменогорск,Восточно-Казахстанская область,regional_center,0,0,19,0,0,1,13_20,0,белый,1,12.71816846225942,17566.105263157893,9.773783413091856,0,0,1,suv_like,2.8903717578961645,0,1,Hyundai__Santa Fe
Kia,K5,2016,Седан,газ,2.0,180000,Автомат,Передний привод,1,1,6,2015.0,2021.0,0.0,2.0,0.0,1.0,6.0,0,0,Алматы,Алматинская область,tier_1,1,0,10,0,0,0,8_12,0,unknown,0,12.100717685412471,18000.0,9.798182590890704,0,0,1,sedan_like,1.9459101490553132,0,0,Kia__K5
Mercedes-Benz,Sprinter,2021,Фургон,дизель,2.0,120000,Механика,Задний привод,1,1,17,2018.0,2026.0,1.0,0.0,0.0,3.0,8.0,1,1,Алматы,Алматинская область,tier_1,1,0,5,0,0,0,4_7,0,unknown,0,11.695255355062795,24000.0,10.085850775128717,0,0,0,van_like,2.8903717578961645,0,1,Mercedes-Benz__Sprinter
Toyota,Camry,2020,Седан,бензин,2.5,170000,Автомат,Передний привод,1,1,22,2017.0,2021.0,0.0,0.0,0.0,3.0,4.0,1,0,Астана,Акмолинская область,tier_1,1,0,6,0,0,0,4_7,1,черный,1,12.04355959836804,28333.333333333332,10.251829540299168,0,0,1,sedan_like,3.1354942159291497,0,1,Toyota__Camry
Chevrolet,Damas,2007,Микровэн,бензин,0.8,2000,Механика,Задний привод,1,1,3,2003.0,2011.0,0.0,2.0,0.0,4.0,8.0,0,0,Карабулак,Туркестанская область,other_city,0,0,19,0,0,1,13_20,0,белый,1,7.601402334583733,105.26315789473684,4.665918639146397,1,0,0,van_like,1.3862943611198906,1,0,Chevrolet__Damas
Kia,Sorento,2014,Кроссовер,бензин,2.4,173000,Автомат,Полный привод,1,1,22,2012.0,2021.0,0.0,2.0,1.0,2.0,9.0,0,0,Караганда,Карагандинская область,regional_center,0,0,12,0,0,0,8_12,0,белый,1,12.06105265381003,14416.666666666666,9.576209585448183,0,0,1,suv_like,3.1354942159291497,0,1,Kia__Sorento
BMW,525,2004,Седан,бензин,2.5,285000,Автомат,Задний привод,1,1,12,2002.0,2007.0,0.0,0.0,0.0,2.0,5.0,1,1,Павлодар,Павлодарская область,regional_center,0,0,22,0,0,1,20_plus,0,белый,1,12.560247968016562,12954.545454545454,9.469279195895703,0,0,1,sedan_like,2.5649493574615367,0,0,BMW__525
Audi,80,1994,Седан,бензин,2.0,263000,Механика,Передний привод,1,1,5,1991.0,1996.0,0.0,0.0,0.0,3.0,5.0,1,1,Тараз,Жамбылская область,regional_center,0,0,32,0,0,1,20_plus,1,белый,1,12.479913113434042,8218.75,9.014295073962417,0,0,0,sedan_like,1.791759469228055,0,0,Audi__80
Lexus,ES 200,2018,Седан,бензин,2.0,170000,Автомат,Передний привод,1,1,6,2015.0,2018.0,0.0,6.0,1.0,3.0,3.0,0,1,Шымкент,Туркестанская область,tier_2,1,0,8,0,0,0,8_12,0,unknown,0,12.04355959836804,21250.0,9.96415923206886,0,0,1,sedan_like,1.9459101490553132,0,0,Lexus__ES 200
Kia,Cee'd,2014,Хэтчбек,бензин,1.6,230000,Механика,Передний привод,1,1,6,2012.0,2015.0,0.0,2.0,0.0,2.0,3.0,0,0,Костанай,Костанайская область,regional_center,0,0,12,0,0,0,8_12,0,синий,1,12.345838935721968,19166.666666666668,9.860980110669365,0,0,0,compact_wagon,1.9459101490553132,0,0,Kia__Cee'd
Chevrolet,Cobalt,2021,Седан,бензин,1.5,162764,Механика,Передний привод,1,1,14,2020.0,2026.0,1.0,2.0,1.0,1.0,6.0,0,0,Алматы,Алматинская область,tier_1,1,0,5,0,0,0,4_7,0,белый,1,12.000062721722419,32552.8,10.390649384294308,0,1,0,sedan_like,2.70805020110221,0,0,Chevrolet__Cobalt
Audi,100,1994,Седан,бензин,2.6,320000,Механика,Полный привод,1,1,11,1990.0,1994.0,0.0,4.0,0.0,4.0,4.0,0,1,Рудный,Костанайская область,other_city,0,0,32,0,0,1,20_plus,0,unknown,0,12.676079399771027,10000.0,9.210440366976517,0,0,0,sedan_like,2.4849066497880004,0,0,Audi__100
BMW,X5,2014,Кроссовер,бензин,3.0,148000,Автомат,Полный привод,1,1,20,2013.0,2018.0,0.0,0.0,0.0,1.0,5.0,1,1,Шымкент,Туркестанская область,tier_2,1,0,12,0,0,0,8_12,0,unknown,0,11.904974309480181,12333.333333333334,9.42014198075244,0,0,1,suv_like,3.044522437723423,0,1,BMW__X5
BMW,535,2012,Седан,бензин,3.0,171000,Автомат,Полный привод,1,1,19,2009.0,2013.0,0.0,0.0,0.0,3.0,4.0,1,1,Шымкент,Туркестанская область,tier_2,1,0,14,0,0,0,13_20,0,unknown,0,12.049424683420915,12214.285714285714,9.410443373863291,0,0,1,sedan_like,2.995732273553991,0,1,BMW__535
Hyundai,Sonata,2022,Седан,бензин,2.5,70000,Автомат,Передний привод,1,1,7,2019.0,2026.0,1.0,8.0,0.0,3.0,7.0,0,0,Астана,Акмолинская область,tier_1,1,0,4,0,0,0,4_7,1,черный,1,11.156264806643742,17500.0,9.770013301136158,0,0,1,sedan_like,2.0794415416798357,0,0,Hyundai__Sonata
BMW,i5,2024,Седан,Электрический,0.0,10000,Автомат,Полный привод,1,1,3,2023.0,2026.0,1.0,1.0,0.0,1.0,3.0,0,1,Алматы,Алматинская область,tier_1,1,1,2,0,1,0,2_3,0,unknown,0,9.210440366976517,5000.0,8.517393171418904,1,0,1,sedan_like,1.3862943611198906,1,0,BMW__i5
Toyota,Land Cruiser Prado,2025,Внедорожник,бензин,2.7,16000,Автомат,Полный привод,1,1,5,2023.0,2026.0,1.0,0.0,0.0,2.0,3.0,1,0,Астана,Акмолинская область,tier_1,1,0,1,1,1,0,0_1,0,черный,1,9.680406499268875,16000.0,9.680406499268875,0,0,1,suv_like,1.791759469228055,0,0,Toyota__Land Cruiser Prado
Kia,Quoris,2015,Седан,бензин,3.8,280000,Автомат,Задний привод,1,1,6,2015.0,2018.0,0.0,1.0,1.0,0.0,3.0,0,0,Алматы,Алматинская область,tier_1,1,0,11,0,0,0,8_12,1,белый,1,12.54254845357358,25454.545454545456,10.144688894295639,0,0,1,sedan_like,1.9459101490553132,0,0,Kia__Quoris
Hyundai,Tucson,2022,Кроссовер,бензин,2.0,66800,Автомат,Полный привод,1,1,12,2020.0,2026.0,1.0,4.0,0.0,2.0,6.0,0,0,Астана,Акмолинская область,tier_1,1,0,4,0,0,0,4_7,1,коричневый,1,11.109473329472568,16700.0,9.723223876851618,0,0,1,suv_like,2.5649493574615367,0,0,Hyundai__Tucson
Toyota,Grand Hiace,2001,Минивэн,бензин,3.4,205000,Автомат,Полный привод,0,1,14,1999.0,2002.0,0.0,1.0,0.0,2.0,3.0,0,0,Алматы,Алматинская область,tier_1,1,0,25,0,0,1,20_plus,0,unknown,0,12.230770136157428,8200.0,9.012011377036412,0,0,1,van_like,2.70805020110221,0,0,Toyota__Grand Hiace
Toyota,Camry,2014,Седан,бензин,2.5,272819,Автомат,Передний привод,1,1,13,2011.0,2014.0,0.0,0.0,0.0,3.0,3.0,1,0,Шымкент,Туркестанская область,tier_2,1,0,12,0,0,0,8_12,0,серый,1,12.516567516047111,22734.916666666668,10.031701185070958,0,0,1,sedan_like,2.639057329615259,0,0,Toyota__Camry
Chevrolet,Spark,2022,Хэтчбек,бензин,1.2,54878,Автомат,Передний привод,1,1,29,2009.0,2026.0,1.0,0.0,0.0,13.0,17.0,1,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,синий,1,10.912886040659409,13719.5,9.52664634376453,0,0,1,compact_wagon,3.4011973816621555,0,1,Chevrolet__Spark
Hyundai,Creta,2019,Кроссовер,бензин,1.6,78000,Автомат,Передний привод,1,1,13,2019.0,2021.0,0.0,1.0,1.0,0.0,2.0,0,0,Актобе,Актюбинская область,regional_center,0,0,7,0,0,0,4_7,0,черный,1,11.264476926102367,11142.857142857143,9.318643696179445,0,0,1,suv_like,2.639057329615259,0,0,Hyundai__Creta
Kia,K5,2011,Седан,бензин,2.0,188000,Автомат,Передний привод,1,1,19,2010.0,2013.0,0.0,1.0,0.0,1.0,3.0,0,0,Алматы,Алматинская область,tier_1,1,0,15,0,0,1,13_20,0,unknown,0,12.144202560946876,12533.333333333334,9.436226824761087,0,0,1,sedan_like,2.995732273553991,0,1,Kia__K5
Hyundai,Accent,2014,Седан,бензин,1.6,250000,Автомат,Передний привод,1,1,11,2010.0,2017.0,0.0,4.0,0.0,4.0,7.0,0,0,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,0,белый,1,12.429220196836383,20833.333333333332,9.94435754590442,0,0,1,sedan_like,2.4849066497880004,0,0,Hyundai__Accent
Audi,100,1993,Седан,бензин,2.0,300000,Механика,Передний привод,1,1,14,1990.0,1994.0,0.0,4.0,0.0,3.0,4.0,0,1,Павлодар,Павлодарская область,regional_center,0,0,33,0,0,1,20_plus,0,unknown,0,12.611541086966115,9090.90909090909,9.115140186122302,0,0,0,sedan_like,2.70805020110221,0,0,Audi__100
Chevrolet,Nexia,2021,Седан,бензин,1.5,171191,Автомат,Передний привод,1,1,22,2020.0,2026.0,1.0,1.0,0.0,1.0,6.0,0,0,Павлодар,Павлодарская область,regional_center,0,0,5,0,0,0,4_7,0,белый,1,12.050541012625985,34238.2,10.441126465496744,0,1,1,sedan_like,3.1354942159291497,0,1,Chevrolet__Nexia
Lexus,LS 460,2007,Седан,бензин,4.6,323477,Автомат,Задний привод,1,1,7,2006.0,2009.0,0.0,4.0,0.0,1.0,3.0,0,1,Атырау,Атырауская область,regional_center,0,0,19,0,0,1,13_20,0,белый,1,12.686886384428187,17025.105263157893,9.742503048919774,0,0,1,sedan_like,2.0794415416798357,0,0,Lexus__LS 460
Hyundai,Santa Fe,2023,Кроссовер,бензин,2.5,47700,Автомат,Полный привод,1,1,10,2020.0,2026.0,1.0,4.0,1.0,3.0,6.0,0,0,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,0,белый,1,10.77270764101727,15900.0,9.674137279312397,0,0,1,suv_like,2.3978952727983707,0,0,Hyundai__Santa Fe
Lexus,NX 200t,2018,Кроссовер,бензин,2.0,90000,Автомат,Полный привод,1,1,17,2017.0,2026.0,1.0,1.0,1.0,1.0,9.0,0,1,Костанай,Костанайская область,regional_center,0,0,8,0,0,0,8_12,0,unknown,0,11.407576060361786,11250.0,9.328212292571072,0,0,1,suv_like,2.8903717578961645,0,1,Lexus__NX 200t
Toyota,Corolla,2011,Седан,бензин,1.8,229918,Автомат,Передний привод,1,1,26,2006.0,2013.0,0.0,0.0,0.0,5.0,7.0,1,0,Алматы,Алматинская область,tier_1,1,0,15,0,0,1,13_20,0,черный,1,12.345482351964494,15327.866666666667,9.637493040017944,0,0,1,sedan_like,3.295836866004329,0,1,Toyota__Corolla
Mercedes-Benz,ML 350,2010,Внедорожник,бензин,3.5,198000,Автомат,Полный привод,1,1,12,2008.0,2011.0,0.0,0.0,1.0,2.0,3.0,1,1,Актобе,Актюбинская область,regional_center,0,0,16,0,0,1,13_20,0,белый,1,12.19602736016897,12375.0,9.423514392252901,0,0,1,suv_like,2.5649493574615367,0,0,Mercedes-Benz__ML 350
Chevrolet,Nexia,2022,Седан,бензин,1.5,300000,Автомат,Передний привод,1,1,2,2020.0,2026.0,1.0,1.0,0.0,2.0,6.0,0,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,unknown,0,12.611541086966115,75000.0,11.225256725762893,0,1,1,sedan_like,1.0986122886681096,1,0,Chevrolet__Nexia
Toyota,Aygo,2011,Хэтчбек,бензин,1.0,90000,Робот,Передний привод,1,1,7,2008.0,2012.0,0.0,1.0,1.0,3.0,4.0,0,0,Алматы,Алматинская область,tier_1,1,0,15,0,0,1,13_20,0,unknown,0,11.407576060361786,6000.0,8.699681400989514,0,0,1,compact_wagon,2.0794415416798357,0,0,Toyota__Aygo
Toyota,RAV4,2007,Кроссовер,бензин,2.0,181000,Автомат,Полный привод,1,1,14,2005.0,2008.0,0.0,3.0,0.0,2.0,3.0,0,0,Тараз,Жамбылская область,regional_center,0,0,19,0,0,1,13_20,0,unknown,0,12.10625783509458,9526.315789473685,9.161918297947999,0,0,1,suv_like,2.70805020110221,0,0,Toyota__RAV4
Audi,A6,1998,Универсал,бензин,2.4,320000,Автомат,Передний привод,1,1,10,1997.0,2001.0,0.0,0.0,0.0,1.0,4.0,1,1,Щучинск,Акмолинская область,other_city,0,0,28,0,0,1,20_plus,0,зеленый,1,12.676079399771027,11428.57142857143,9.343959260772804,0,0,1,compact_wagon,2.3978952727983707,0,0,Audi__A6
BMW,X5,2014,Кроссовер,бензин,3.0,246500,Автомат,Полный привод,1,1,22,2013.0,2018.0,0.0,0.0,0.0,1.0,5.0,1,1,Караганда,Карагандинская область,regional_center,0,0,12,0,0,0,8_12,0,unknown,0,12.415121329251784,20541.666666666668,9.930259303033555,0,0,1,suv_like,3.1354942159291497,0,1,BMW__X5
Chevrolet,Cobalt,2023,Седан,бензин,1.5,120000,Автомат,Передний привод,1,1,9,2011.0,2026.0,1.0,2.0,0.0,12.0,15.0,0,0,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,1,белый,1,11.695255355062795,40000.0,10.596659732783579,0,1,1,sedan_like,2.302585092994046,0,0,Chevrolet__Cobalt
Toyota,Camry,2004,Седан,бензин,3.0,300000,Автомат,Передний привод,1,1,11,2004.0,2006.0,0.0,0.0,1.0,0.0,2.0,1,0,Шымкент,Туркестанская область,tier_2,1,0,22,0,0,1,20_plus,1,серебристый,1,12.611541086966115,13636.363636363636,9.520568630924599,0,0,1,sedan_like,2.4849066497880004,0,0,Toyota__Camry
Lexus,LX 470,1999,Внедорожник,бензин,4.7,530640,Автомат,Полный привод,1,1,21,1998.0,2002.0,0.0,2.0,0.0,1.0,4.0,0,1,Семей,Абайская область,regional_center,0,0,27,0,0,1,20_plus,0,unknown,0,13.181840988714471,19653.333333333332,9.886053118854532,0,0,1,suv_like,3.091042453358316,0,1,Lexus__LX 470
Hyundai,Tucson,2025,Кроссовер,бензин,2.5,15514,Автомат,Полный привод,1,1,31,2023.0,2026.0,1.0,4.0,1.0,2.0,3.0,0,0,Алматы,Алматинская область,tier_1,1,0,1,1,1,0,0_1,0,красный,1,9.64956257688248,15514.0,9.64956257688248,0,0,1,suv_like,3.4657359027997265,0,1,Hyundai__Tucson
Audi,A8,1995,Седан,бензин,2.8,289000,Автомат,Передний привод,1,1,7,1994.0,1999.0,0.0,1.0,0.0,1.0,5.0,0,1,Алматы,Алматинская область,tier_1,1,0,31,0,0,1,20_plus,0,синий,1,12.574185427296195,9322.58064516129,9.140302023292776,0,0,1,sedan_like,2.0794415416798357,0,0,Audi__A8
Toyota,Camry,2016,Седан,бензин,2.5,250000,Автомат,Передний привод,1,1,0,2014.0,2018.0,0.0,0.0,1.0,2.0,4.0,1,0,Актобе,Актюбинская область,regional_center,0,0,10,0,0,0,8_12,0,синий,1,12.429220196836383,25000.0,10.12667110305036,0,0,1,sedan_like,0.0,1,0,Toyota__Camry
Mercedes-Benz,G 320,2001,Внедорожник,газ-бензин,3.2,300000,Автомат,Полный привод,1,1,5,1990.0,2006.0,0.0,0.0,0.0,11.0,16.0,1,1,Атырау,Атырауская область,regional_center,0,0,25,0,0,1,20_plus,0,черный,1,12.611541086966115,12000.0,9.392745258631441,0,0,1,suv_like,1.791759469228055,0,0,Mercedes-Benz__G 320
Mercedes-Benz,GL 400,2015,Внедорожник,бензин,3.0,160000,Автомат,Полный привод,1,1,10,2012.0,2016.0,0.0,0.0,0.0,3.0,4.0,1,1,Алматы,Алматинская область,tier_1,1,0,11,0,0,0,8_12,1,белый,1,11.982935344196433,14545.454545454546,9.58510256905442,0,0,1,suv_like,2.3978952727983707,0,0,Mercedes-Benz__GL 400
Chevrolet,Cobalt,2023,Седан,бензин,1.5,78000,Автомат,Передний привод,1,1,9,2020.0,2026.0,1.0,2.0,1.0,3.0,6.0,0,0,Караганда,Карагандинская область,regional_center,0,0,3,0,1,0,2_3,0,белый,1,11.264476926102367,26000.0,10.165890277802454,0,0,1,sedan_like,2.302585092994046,0,0,Chevrolet__Cobalt
BMW,X5,2017,Кроссовер,бензин,3.0,181000,Автомат,Полный привод,1,1,0,2013.0,2018.0,0.0,0.0,0.0,4.0,5.0,1,1,Алматы,Алматинская область,tier_1,1,0,9,0,0,0,8_12,0,unknown,0,12.10625783509458,20111.11111111111,9.909077455432465,0,0,1,suv_like,0.0,1,0,BMW__X5
Lexus,GS 250,2012,Седан,бензин,2.5,180000,Автомат,Задний привод,1,1,12,2011.0,2015.0,0.0,4.0,0.0,1.0,4.0,0,1,Атырау,Атырауская область,regional_center,0,0,14,0,0,0,13_20,1,белый,1,12.100717685412471,12857.142857142857,9.461732575010332,0,0,1,sedan_like,2.5649493574615367,0,0,Lexus__GS 250
Hyundai,Accent,2022,Седан,бензин,1.6,138000,Механика,Передний привод,1,1,3,2020.0,2026.0,1.0,5.0,1.0,2.0,6.0,0,0,Тараз,Жамбылская область,regional_center,0,0,4,0,0,0,4_7,1,серый,1,11.835016210489899,34500.0,10.448743588106625,0,1,0,sedan_like,1.3862943611198906,1,0,Hyundai__Accent
BMW,X5,2013,Кроссовер,бензин,3.0,196000,Автомат,Полный привод,1,1,27,2013.0,2018.0,0.0,0.0,0.0,0.0,5.0,1,1,Алматы,Алматинская область,tier_1,1,0,13,0,0,0,13_20,0,серый,1,12.185875040240456,15076.923076923076,9.620986905082223,0,0,1,suv_like,3.332204510175204,0,1,BMW__X5
Toyota,Land Cruiser Prado,2000,Внедорожник,дизель,3.0,250000,Автомат,Полный привод,1,1,12,1999.0,2002.0,0.0,0.0,1.0,1.0,3.0,1,0,Алматы,Алматинская область,tier_1,1,0,26,0,0,1,20_plus,0,unknown,0,12.429220196836383,9615.384615384615,9.171223653415277,0,0,1,suv_like,2.5649493574615367,0,0,Toyota__Land Cruiser Prado
BMW,X6,2014,Кроссовер,бензин,3.0,199000,Автомат,Полный привод,1,1,10,2014.0,2019.0,0.0,0.0,0.0,0.0,5.0,1,1,Караганда,Карагандинская область,regional_center,0,0,12,0,0,0,8_12,1,черный,1,12.201065128819632,16583.333333333332,9.716213753608104,0,0,1,suv_like,2.3978952727983707,0,0,BMW__X6
Hyundai,Elantra,2018,Седан,бензин,1.6,164000,Автомат,Передний привод,1,1,5,2015.0,2020.0,0.0,6.0,0.0,3.0,5.0,0,0,Астана,Акмолинская область,tier_1,1,0,8,0,0,0,8_12,1,бронза,1,12.00762780434872,20500.0,9.928228944424575,0,0,1,sedan_like,1.791759469228055,0,0,Hyundai__Elantra
Toyota,Corolla,2006,Седан,бензин,1.6,328000,Автомат,Передний привод,1,1,21,2000.0,2008.0,0.0,0.0,0.0,6.0,8.0,1,0,Актобе,Актюбинская область,regional_center,0,0,20,0,0,1,13_20,1,серебристый,1,12.700771936142122,16400.0,9.70509758756311,0,0,1,sedan_like,3.091042453358316,0,1,Toyota__Corolla
Audi,A4,1999,Седан,бензин,1.8,440000,Механика,Передний привод,1,1,14,1999.0,2001.0,0.0,0.0,1.0,0.0,2.0,1,1,Караганда,Карагандинская область,regional_center,0,0,27,0,0,1,20_plus,0,серебристый,1,12.994532278619134,16296.296296296296,9.698754501643808,0,0,0,sedan_like,2.70805020110221,0,0,Audi__A4
Lexus,LS 460,2014,Седан,бензин,4.6,143000,Автомат,Полный привод,1,1,14,2012.0,2019.0,0.0,4.0,1.0,2.0,7.0,0,1,Кызылорда,Кызылординская область,regional_center,0,0,12,0,0,0,8_12,0,черный,1,11.870606902224587,11916.666666666666,9.385777172017203,0,0,1,sedan_like,2.70805020110221,0,0,Lexus__LS 460
Audi,A5,2010,Лифтбек,бензин,2.0,220000,Робот,Полный привод,1,1,6,2007.0,2011.0,0.0,1.0,0.0,3.0,4.0,0,1,Павлодар,Павлодарская область,regional_center,0,0,16,0,0,1,13_20,0,unknown,0,12.301387370778713,13750.0,9.528866827722945,0,0,1,sedan_like,1.9459101490553132,0,0,Audi__A5
Audi,80,1993,Универсал,бензин,2.0,256305,Механика,Передний привод,1,1,16,1991.0,1996.0,0.0,0.0,0.0,2.0,5.0,1,1,Уральск,Западно-Казахстанская область,regional_center,0,0,33,0,0,1,20_plus,1,белый,1,12.45412732214448,7766.818181818182,8.957744603649113,0,0,0,compact_wagon,2.833213344056216,0,1,Audi__80
BMW,X6,2013,Кроссовер,бензин,3.0,107000,Автомат,Полный привод,1,1,27,2012.0,2014.0,0.0,0.0,1.0,1.0,2.0,1,1,Алматы,Алматинская область,tier_1,1,0,13,0,0,0,13_20,1,бронза,1,11.580593459194764,8230.76923076923,9.01575624392965,0,0,1,suv_like,3.332204510175204,0,1,BMW__X6
Toyota,Sienna,2015,Минивэн,бензин,3.5,186644,Автомат,Передний привод,1,1,20,2010.0,2017.0,0.0,3.0,0.0,5.0,7.0,0,0,Кызылорда,Кызылординская область,regional_center,0,0,11,0,0,0,8_12,1,серый,1,12.136963695877842,16967.636363636364,9.739121999291646,0,0,1,van_like,3.044522437723423,0,1,Toyota__Sienna
Toyota,Camry,2002,Седан,бензин,3.0,275000,Автомат,Передний привод,1,1,12,2001.0,2004.0,0.0,0.0,0.0,1.0,3.0,1,0,Шымкент,Туркестанская область,tier_2,1,0,24,0,0,1,20_plus,1,золотистый,1,12.524530013005734,11458.333333333334,9.346559815219992,0,0,1,sedan_like,2.5649493574615367,0,0,Toyota__Camry
Toyota,Camry,2014,Седан,бензин,2.5,147000,Автомат,Передний привод,1,1,17,2011.0,2014.0,0.0,0.0,0.0,3.0,3.0,1,0,Актау,Мангистауская область,regional_center,0,0,12,0,0,0,8_12,1,серебристый,1,11.898194668458823,12250.0,9.41336284529417,0,0,1,sedan_like,2.8903717578961645,0,1,Toyota__Camry
Kia,Sportage,2018,Кроссовер,бензин,2.0,228930,Автомат,Передний привод,1,1,4,2016.0,2018.0,0.0,4.0,0.0,2.0,2.0,0,0,Астана,Акмолинская область,tier_1,1,0,8,0,0,0,8_12,1,серебристый,1,12.341175927089717,28616.25,10.261764961841134,0,0,1,suv_like,1.6094379124341003,0,0,Kia__Sportage
Kia,Sportage,2023,Кроссовер,бензин,2.0,66500,Автомат,Полный привод,1,1,8,2021.0,2026.0,1.0,5.0,0.0,2.0,5.0,0,0,Караганда,Карагандинская область,regional_center,0,0,3,0,1,0,2_3,0,unknown,0,11.104972264124868,22166.666666666668,10.00639004974024,0,0,1,suv_like,2.1972245773362196,0,0,Kia__Sportage
Audi,100,1991,Седан,бензин,2.8,374000,Автомат,Передний привод,1,1,12,1990.0,1994.0,0.0,4.0,0.0,1.0,4.0,0,1,Атбасар,Акмолинская область,other_city,0,0,35,0,0,1,20_plus,0,unknown,0,12.832013750189885,10685.714285714286,9.276756593416351,0,0,1,sedan_like,2.5649493574615367,0,0,Audi__100
BMW,528,2000,Седан,бензин,2.8,300000,Автомат,Задний привод,1,1,3,1995.0,2000.0,0.0,0.0,0.0,5.0,5.0,1,1,Алматы,Алматинская область,tier_1,1,0,26,0,0,1,20_plus,1,зеленый,1,12.611541086966115,11538.461538461539,9.353527878528185,0,0,1,sedan_like,1.3862943611198906,1,0,BMW__528
Audi,A6,1998,Седан,бензин,2.8,271000,Автомат,Передний привод,1,1,3,1997.0,2001.0,0.0,0.0,0.0,1.0,4.0,1,1,Алматы,Алматинская область,tier_1,1,0,28,0,0,1,20_plus,0,серебристый,1,12.509877789891931,9678.57142857143,9.177772905382595,0,0,1,sedan_like,1.3862943611198906,1,0,Audi__A6
Kia,K7,2020,Седан,бензин,2.5,85000,Автомат,Передний привод,1,1,12,2019.0,2021.0,0.0,2.0,1.0,1.0,2.0,0,0,Алматы,Алматинская область,tier_1,1,0,6,0,0,0,4_7,0,черный,1,11.350418300109132,14166.666666666666,9.558717651988461,0,0,1,sedan_like,2.5649493574615367,0,0,Kia__K7
Mercedes-Benz,Vito,1997,Минивэн,бензин,2.3,777777,Механика,Передний привод,1,1,0,1996.0,2003.0,0.0,0.0,0.0,1.0,7.0,1,1,Айтеке би,Кызылординская область,other_city,0,0,29,0,0,1,20_plus,0,unknown,0,13.564196415397612,26819.896551724138,10.19693658475287,0,0,0,van_like,0.0,1,0,Mercedes-Benz__Vito
Kia,K3,2021,Седан,Электрический,0.0,98399,Автомат,Передний привод,1,1,25,2021.0,2026.0,1.0,2.0,1.0,0.0,5.0,0,0,Шымкент,Туркестанская область,tier_2,1,1,5,0,0,0,4_7,0,белый,1,11.496796083040344,19679.8,9.887398820186544,0,0,1,sedan_like,3.258096538021482,0,1,Kia__K3
Kia,Morning,2019,Хэтчбек,бензин,1.0,99000,Автомат,Передний привод,1,1,11,2017.0,2026.0,1.0,3.0,0.0,2.0,9.0,0,0,Алматы,Алматинская область,tier_1,1,0,7,0,0,0,4_7,1,коричневый,1,11.502885230075814,14142.857142857143,9.557035684632494,0,0,1,compact_wagon,2.4849066497880004,0,0,Kia__Morning
BMW,M5,2014,Седан,бензин,4.4,33000,Робот,Задний привод,1,1,29,2013.0,2016.0,0.0,0.0,1.0,1.0,3.0,1,1,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,0,unknown,0,10.404293143019792,2750.0,7.919719760924575,1,0,1,sedan_like,3.4011973816621555,0,1,BMW__M5
BMW,X5,2007,Кроссовер,бензин,4.8,237000,Автомат,Полный привод,1,1,17,2006.0,2010.0,0.0,0.0,0.0,1.0,4.0,1,1,Алматы,Алматинская область,tier_1,1,0,19,0,0,1,13_20,1,серебристый,1,12.37581963951765,12473.684210526315,9.431456606513855,0,0,1,suv_like,2.8903717578961645,0,1,BMW__X5
