brand,model,year,body_type,fuel_type,engine_volume,mileage,transmission,drive_type,steering_wheel,kz_registration,imgs_count,price,g_start_year,g_end_year,g_is_current,g_number,g_is_restyling,g_age_car_release,g_span,generation_number_missing,target_log_price,is_premium,city_name,region,city_tier,is_big_city,is_electric,car_age,is_new_car,is_recent_car,is_old_car,age_bucket,is_metallic,base_color,color_known,log_mileage,mileage_per_year,log_mileage_per_year,has_low_mileage,has_high_mileage,is_automatic_like,body_segment,log_imgs_count,has_few_photos,has_many_photos,brand_model
Lexus,TX,2025,Внедорожник,гибрид,2.4,32493,Автомат,Полный привод,1,1,35,46900000,2023.0,2026.0,1.0,1.0,0.0,2.0,3.0,0,17.66352825473847,1,Астана,Акмолинская область,tier_1,1,0,1,1,1,0,0_1,0,unknown,0,10.388810735889695,32493.0,10.388810735889695,0,1,1,suv_like,3.58351893845611,0,1,Lexus__TX
Toyota,4Runner,2012,Внедорожник,газ-бензин,4.0,434430,Автомат,Полный привод,1,1,22,13000000,2009.0,2013.0,0.0,5.0,0.0,3.0,4.0,0,16.380459992348886,0,Жанаозен,Мангистауская область,other_city,0,0,14,0,0,0,13_20,0,серый,1,12.981792407854922,31030.714285714286,10.342765001991644,0,1,1,suv_like,3.1354942159291497,0,1,Toyota__4Runner
Hyundai,Palisade,2022,Кроссовер,дизель,2.2,60000,Автомат,Полный привод,1,1,42,17000000,2018.0,2022.0,0.0,1.0,0.0,4.0,4.0,0,16.648723960844016,0,Актобе,Актюбинская область,regional_center,0,0,4,0,0,0,4_7,1,черный,1,11.002116507732017,15000.0,9.61587214452889,0,0,1,suv_like,3.7612001156935624,0,1,Hyundai__Palisade
Lexus,IS 250,2008,Седан,бензин,2.5,220000,Автомат,Полный привод,1,1,11,6700000,2005.0,2010.0,0.0,0.0,0.0,3.0,5.0,1,15.717618233614914,1,Усть-Каменогорск,Восточно-Казахстанская область,regional_center,0,0,18,0,0,1,13_20,0,белый,1,12.301387370778713,12222.222222222223,9.411092882273227,0,0,1,sedan_like,2.4849066497880004,0,0,Lexus__IS 250
Hyundai,Sonata,2021,Седан,бензин,2.0,97545,Автомат,Передний привод,1,1,80,10000000,2019.0,2026.0,1.0,8.0,0.0,2.0,7.0,0,16.118095750958314,0,Алматы,Алматинская область,tier_1,1,0,5,0,0,0,4_7,0,белый,1,11.488079340597526,19509.0,9.878682433617158,0,0,1,sedan_like,4.394449154672439,0,1,Hyundai__Sonata
Toyota,Camry,2025,Седан,бензин,2.5,11000,Автомат,Передний привод,1,1,30,23800000,2023.0,2026.0,1.0,0.0,0.0,2.0,3.0,1,16.98519618065851,0,Атырау,Атырауская область,regional_center,0,0,1,1,1,0,0_1,0,unknown,0,9.305741456739435,11000.0,9.305741456739435,0,0,1,sedan_like,3.4339872044851463,0,1,Toyota__Camry
Lexus,IS 300,2021,Седан,бензин,2.0,46300,Автомат,Задний привод,1,1,15,17500000,2020.0,2026.0,1.0,0.0,1.0,1.0,6.0,1,16.677711496036597,1,Алматы,Алматинская область,tier_1,1,0,5,0,0,0,4_7,0,серебристый,1,10.742918838113225,9260.0,9.13356731317027,0,0,1,sedan_like,2.772588722239781,0,1,Lexus__IS 300
Mercedes-Benz,S 500,2008,Седан,бензин,5.5,220000,Автомат,Полный привод,1,1,20,5950000,2005.0,2009.0,0.0,0.0,0.0,3.0,4.0,1,15.598901945589025,1,Алматы,Алматинская область,tier_1,1,0,18,0,0,1,13_20,1,серебристый,1,12.301387370778713,12222.222222222223,9.411092882273227,0,0,1,sedan_like,3.044522437723423,0,1,Mercedes-Benz__S 500
Lexus,LX 470,2000,Внедорожник,бензин,4.7,245000,Автомат,Полный привод,1,1,8,8000000,1998.0,2002.0,0.0,2.0,0.0,2.0,4.0,0,15.894952224644102,1,Тараз,Жамбылская область,regional_center,0,0,26,0,0,1,20_plus,0,бежевый,1,12.409017571151187,9423.076923076924,9.151023068323774,0,0,1,suv_like,2.1972245773362196,0,0,Lexus__LX 470
Audi,A6,2003,Седан,газ-бензин,2.8,180000,Автомат,Полный привод,1,1,14,2550000,2001.0,2005.0,0.0,0.0,1.0,2.0,4.0,1,14.751604309291395,1,Алматы,Алматинская область,tier_1,1,0,23,0,0,1,20_plus,0,белый,1,12.100717685412471,7826.086956521739,8.965345683558091,0,0,1,sedan_like,2.70805020110221,0,0,Audi__A6
Hyundai,Accent,2019,Седан,бензин,1.6,62141,Автомат,Передний привод,1,1,26,7490000,2017.0,2026.0,1.0,5.0,0.0,2.0,9.0,0,15.829079489004743,0,Талдыкорган,Жетысуская область,regional_center,0,0,7,0,0,0,4_7,0,жёлтый,1,11.037177367816934,8877.285714285714,9.091363767156578,0,0,1,sedan_like,3.295836866004329,0,1,Hyundai__Accent
Audi,Q3 Sportback,2020,Кроссовер,бензин,2.0,47000,Робот,Полный привод,1,1,33,20600000,2019.0,2026.0,1.0,1.0,0.0,1.0,7.0,0,16.840801682303496,1,Астана,Акмолинская область,tier_1,1,0,6,0,0,0,4_7,0,белый,1,10.757924157061597,7833.333333333333,8.966271062890819,0,0,1,suv_like,3.5263605246161616,0,1,Audi__Q3 Sportback
Hyundai,Santa Fe,2024,Кроссовер,бензин,2.5,30000,Автомат,Полный привод,1,1,16,18500000,2023.0,2026.0,1.0,5.0,0.0,1.0,3.0,0,16.733281344102608,0,Шымкент,Туркестанская область,tier_2,1,0,2,0,1,0,2_3,1,зеленый,1,10.308985993422082,15000.0,9.61587214452889,0,0,1,suv_like,2.833213344056216,0,1,Hyundai__Santa Fe
BMW,X5,2016,Кроссовер,бензин,3.0,155976,Автомат,Полный привод,1,1,67,17800000,2013.0,2018.0,0.0,0.0,0.0,3.0,5.0,1,16.694709071442087,1,Шымкент,Туркестанская область,tier_2,1,0,10,0,0,0,8_12,1,серый,1,11.957463839464499,15597.6,9.654936445620688,0,0,1,suv_like,4.219507705176107,0,1,BMW__X5
Hyundai,Elantra,2022,Седан,бензин,2.0,45500,Автомат,Передний привод,1,1,13,10500000,2020.0,2026.0,1.0,7.0,0.0,2.0,6.0,0,16.166885910365842,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,белый,1,10.725489582719506,11375.0,9.339261152043022,0,0,1,sedan_like,2.639057329615259,0,0,Hyundai__Elantra
Chevrolet,Lacetti,2008,Седан,бензин,1.6,300000,Механика,Передний привод,1,1,5,2000000,2004.0,2013.0,0.0,1.0,0.0,4.0,9.0,0,14.508658238524095,0,Астана,Акмолинская область,tier_1,1,0,18,0,0,1,13_20,1,бежевый,1,12.611541086966115,16666.666666666668,9.721225993942246,0,0,0,sedan_like,1.791759469228055,0,0,Chevrolet__Lacetti
Mercedes-Benz,GLC 300,2015,Кроссовер,бензин,2.0,249000,Автомат,Полный привод,1,1,5,10500000,2015.0,2019.0,0.0,0.0,0.0,0.0,4.0,1,16.166885910365842,1,Актау,Мангистауская область,regional_center,0,0,11,0,0,0,8_12,0,unknown,0,12.425212191503038,22636.363636363636,10.02735707837954,0,0,1,suv_like,1.791759469228055,0,0,Mercedes-Benz__GLC 300
Mercedes-Benz,E 350,2009,Седан,бензин,3.5,320000,Автомат,Задний привод,1,1,4,8000000,2009.0,2013.0,0.0,0.0,0.0,0.0,4.0,1,15.894952224644102,1,Алматы,Алматинская область,tier_1,1,0,17,0,0,1,13_20,1,серый,1,12.676079399771027,18823.529411764706,9.84291605430861,0,0,1,sedan_like,1.6094379124341003,0,0,Mercedes-Benz__E 350
Chevrolet,Captiva,2022,Внедорожник,бензин,1.5,38218,Вариатор,Передний привод,1,1,15,9200000,2018.0,2026.0,1.0,2.0,0.0,4.0,8.0,0,16.034714150714915,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,1,белый,1,10.551088053140093,9554.5,9.164872183929036,0,0,1,suv_like,2.772588722239781,0,1,Chevrolet__Captiva
BMW,X5,2016,Кроссовер,бензин,3.0,220000,Автомат,Полный привод,1,1,7,17200000,2013.0,2018.0,0.0,0.0,0.0,3.0,5.0,1,16.660419999923214,1,Тараз,Жамбылская область,regional_center,0,0,10,0,0,0,8_12,1,белый,1,12.301387370778713,22000.0,9.99884318585288,0,0,1,suv_like,2.0794415416798357,0,0,BMW__X5
Mercedes-Benz,GLA 45 AMG,2014,Кроссовер,бензин,2.0,104000,Робот,Полный привод,1,1,6,12500000,2013.0,2017.0,0.0,0.0,0.0,1.0,4.0,1,16.341239282272525,1,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,1,белый,1,11.552155793461898,8666.666666666666,9.067354906294602,0,0,1,suv_like,1.9459101490553132,0,0,Mercedes-Benz__GLA 45 AMG
Mercedes-Benz,S 500,2014,Седан,бензин,4.7,130000,Автомат,Полный привод,1,1,41,22700000,2013.0,2017.0,0.0,0.0,0.0,1.0,4.0,1,16.937875526504495,1,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,1,черный,1,11.775297421715827,10833.333333333334,9.290475383081935,0,0,1,sedan_like,3.7376696182833684,0,1,Mercedes-Benz__S 500
Chevrolet,Cobalt,2021,Седан,бензин,1.5,97146,Автомат,Передний привод,1,1,22,4990000,2011.0,2026.0,1.0,2.0,0.0,10.0,15.0,0,15.422946668128484,0,Павлодар,Павлодарская область,regional_center,0,0,5,0,0,0,4_7,0,серый,1,11.48398057424644,19429.2,9.874583835679292,0,0,1,sedan_like,3.1354942159291497,0,1,Chevrolet__Cobalt
Audi,A8,2005,Седан,дизель,3.0,350000,Автомат,Полный привод,1,1,0,3000000,2005.0,2007.0,0.0,2.0,1.0,0.0,2.0,0,14.914123179965662,1,Шымкент,Туркестанская область,tier_2,1,0,21,0,0,1,20_plus,0,unknown,0,12.765691290604371,16666.666666666668,9.721225993942246,0,0,1,sedan_like,0.0,1,0,Audi__A8
Lexus,GS 350,2006,Седан,бензин,3.5,120000,Автомат,Задний привод,1,1,5,7000000,2004.0,2007.0,0.0,3.0,0.0,2.0,3.0,0,15.76142084987672,1,Астана,Акмолинская область,tier_1,1,0,20,0,0,1,13_20,0,черный,1,11.695255355062795,6000.0,8.699681400989514,0,0,1,sedan_like,1.791759469228055,0,0,Lexus__GS 350
Audi,A4,2015,Седан,бензин,1.8,147800,Вариатор,Передний привод,1,1,18,6500000,2011.0,2015.0,0.0,0.0,1.0,4.0,4.0,1,15.687312888712007,1,Уральск,Западно-Казахстанская область,regional_center,0,0,11,0,0,0,8_12,1,бронза,1,11.903622053373214,13436.363636363636,9.505794436826983,0,0,1,sedan_like,2.9444389791664403,0,1,Audi__A4
Lexus,LX 470,2007,Внедорожник,бензин,4.7,265000,Автомат,Полный привод,1,1,21,13000000,2002.0,2007.0,0.0,2.0,1.0,5.0,5.0,0,16.380459992348886,1,Шымкент,Туркестанская область,tier_2,1,0,19,0,0,1,13_20,0,unknown,0,12.487488878546145,13947.368421052632,9.54311782134494,0,0,1,suv_like,3.091042453358316,0,1,Lexus__LX 470
Mercedes-Benz,E 320,2001,Седан,бензин,3.2,777777,Автомат,Задний привод,1,1,10,3500000,1999.0,2002.0,0.0,0.0,1.0,2.0,3.0,1,15.068273812173887,1,Шымкент,Туркестанская область,tier_2,1,0,25,0,0,1,20_plus,1,синий,1,13.564196415397612,31111.08,10.345351447187381,0,1,1,sedan_like,2.3978952727983707,0,0,Mercedes-Benz__E 320
Kia,K5,2022,Седан,бензин,1.6,95555,Автомат,Передний привод,1,1,11,12000000,2019.0,2026.0,1.0,3.0,0.0,3.0,7.0,0,16.300417291085605,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,черный,1,11.467467742045445,23888.75,10.081204775635548,0,0,1,sedan_like,2.4849066497880004,0,0,Kia__K5
Chevrolet,Cobalt,2023,Седан,бензин,1.5,27200,Автомат,Передний привод,1,1,9,5800000,2020.0,2026.0,1.0,2.0,1.0,3.0,6.0,0,15.573368647930426,0,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,0,синий,1,10.211009016314165,9066.666666666666,9.112470251651677,0,0,1,sedan_like,2.302585092994046,0,0,Chevrolet__Cobalt
Chevrolet,Cobalt,2021,Седан,бензин,1.5,54886,Автомат,Передний привод,1,1,10,5100000,2020.0,2026.0,1.0,2.0,1.0,1.0,6.0,0,15.444751293772967,0,Астана,Акмолинская область,tier_1,1,0,5,0,0,0,4_7,0,бордовый,1,10.913031805286236,10977.2,9.303666767198575,0,0,1,sedan_like,2.3978952727983707,0,0,Chevrolet__Cobalt
Hyundai,Sonata,2014,Седан,бензин,2.4,216000,Автомат,Передний привод,1,1,8,6500000,2014.0,2017.0,0.0,7.0,0.0,0.0,3.0,0,15.687312888712007,0,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,0,unknown,0,12.283038316285214,18000.0,9.798182590890704,0,0,1,sedan_like,2.1972245773362196,0,0,Hyundai__Sonata
Hyundai,Sonata,2020,Седан,бензин,2.5,76000,Автомат,Передний привод,1,1,5,10500000,2019.0,2026.0,1.0,8.0,0.0,1.0,7.0,0,16.166885910365842,0,Павлодар,Павлодарская область,regional_center,0,0,6,0,0,0,4_7,0,серый,1,11.23850177707664,12666.666666666666,9.446808094292654,0,0,1,sedan_like,1.791759469228055,0,0,Hyundai__Sonata
Audi,A6,2000,Седан,бензин,2.8,333333,Автомат,Полный привод,1,1,6,2500000,1997.0,2001.0,0.0,0.0,0.0,3.0,4.0,1,14.731801689838349,1,Караганда,Карагандинская область,regional_center,0,0,26,0,0,1,20_plus,1,черный,1,12.716900269294165,12820.5,9.458878728310335,0,0,1,sedan_like,1.9459101490553132,0,0,Audi__A6
Chevrolet,Aveo,2007,Седан,бензин,1.4,216000,Автомат,Передний привод,1,1,10,2450000,2006.0,2012.0,0.0,0.0,1.0,1.0,6.0,1,14.711598990684092,0,Астана,Акмолинская область,tier_1,1,0,19,0,0,1,13_20,0,unknown,0,12.283038316285214,11368.421052631578,9.338682666594309,0,0,1,sedan_like,2.3978952727983707,0,0,Chevrolet__Aveo
Toyota,Camry,2008,Седан,бензин,3.5,315000,Автомат,Передний привод,1,1,7,6800000,2006.0,2009.0,0.0,0.0,0.0,2.0,3.0,1,15.732433317205148,0,Алматы,Алматинская область,tier_1,1,0,18,0,0,1,13_20,1,золотистый,1,12.660331092405906,17500.0,9.770013301136158,0,0,1,sedan_like,2.0794415416798357,0,0,Toyota__Camry
Chevrolet,Aveo,2015,Седан,бензин,1.6,290000,Механика,Передний привод,1,1,11,2000000,2011.0,2015.0,0.0,0.0,0.0,4.0,4.0,1,14.508658238524095,0,Семей,Абайская область,regional_center,0,0,11,0,0,0,8_12,0,серый,1,12.577639650232573,26363.636363636364,10.179778859479406,0,0,0,sedan_like,2.4849066497880004,0,0,Chevrolet__Aveo
Chevrolet,Malibu,2022,Седан,бензин,2.0,50000,Автомат,Передний привод,1,1,12,10300000,2018.0,2026.0,1.0,9.0,1.0,4.0,8.0,0,16.14765455028724,0,Астана,Акмолинская область,tier_1,1,0,4,0,0,0,4_7,1,черный,1,10.819798284210286,12500.0,9.433563920090563,0,0,1,sedan_like,2.5649493574615367,0,0,Chevrolet__Malibu
Kia,Rio,2014,Седан,бензин,1.4,88530,Автомат,Передний привод,1,1,11,4200000,2011.0,2015.0,0.0,3.0,0.0,3.0,4.0,0,15.250595321348806,0,Астана,Акмолинская область,tier_1,1,0,12,0,0,0,8_12,0,unknown,0,11.39110805214731,7377.5,8.906325644903504,0,0,1,sedan_like,2.4849066497880004,0,0,Kia__Rio
BMW,X7,2022,Кроссовер,бензин,3.0,10000,Автомат,Полный привод,1,1,24,55000000,2022.0,2026.0,1.0,0.0,1.0,0.0,4.0,1,17.822843761378564,1,Уральск,Западно-Казахстанская область,regional_center,0,0,4,0,0,0,4_7,0,серый,1,9.210440366976517,2500.0,7.824445930877619,1,0,1,suv_like,3.2188758248682006,0,1,BMW__X7
Kia,Rio,2020,Седан,бензин,1.6,100000,Автомат,Передний привод,1,1,13,7100000,2017.0,2020.0,0.0,4.0,0.0,3.0,3.0,0,15.775605482856605,0,Шымкент,Туркестанская область,tier_2,1,0,6,0,0,0,4_7,0,unknown,0,11.51293546492023,16666.666666666668,9.721225993942246,0,0,1,sedan_like,2.639057329615259,0,0,Kia__Rio
Chevrolet,Cobalt,2023,Седан,бензин,1.5,60000,Автомат,Передний привод,1,1,25,5150000,2011.0,2026.0,1.0,2.0,0.0,12.0,15.0,0,15.454507466814658,0,Шымкент,Туркестанская область,tier_2,1,0,3,0,1,0,2_3,0,серый,1,11.002116507732017,20000.0,9.90353755128617,0,0,1,sedan_like,3.258096538021482,0,1,Chevrolet__Cobalt
Audi,A6,1995,Седан,бензин,2.6,450500,Механика,Передний привод,1,1,0,2350000,1994.0,1997.0,0.0,0.0,0.0,1.0,3.0,1,14.669926311652166,1,Тараз,Жамбылская область,regional_center,0,0,31,0,0,1,20_plus,0,серебристый,1,13.018115575783893,14532.258064516129,9.58419496160855,0,0,0,sedan_like,0.0,1,0,Audi__A6
Mercedes-Benz,E 240,1997,Седан,бензин,2.4,344000,Автомат,Задний привод,1,1,34,3750000,1995.0,1999.0,0.0,0.0,0.0,2.0,4.0,1,15.137266664613225,1,Балхаш,Карагандинская область,other_city,0,0,29,0,0,1,20_plus,1,серебристый,1,12.748399843328054,11862.068965517241,9.381185405141402,0,0,1,sedan_like,3.5553480614894135,0,1,Mercedes-Benz__E 240
BMW,740,2006,Седан,бензин,4.0,308000,Автомат,Задний привод,1,1,11,4500000,2005.0,2008.0,0.0,0.0,1.0,1.0,3.0,1,15.319588176962746,1,Алматы,Алматинская область,tier_1,1,0,20,0,0,1,13_20,1,серебристый,1,12.637858308703688,15400.0,9.642187721358466,0,0,1,sedan_like,2.4849066497880004,0,0,BMW__740
Chevrolet,Cobalt,2023,Седан,бензин,1.5,87500,Автомат,Передний привод,1,1,16,4750000,2020.0,2026.0,1.0,2.0,1.0,3.0,6.0,0,15.373655386537118,0,Шымкент,Туркестанская область,tier_2,1,0,3,0,1,0,2_3,0,белый,1,11.37940550085183,29166.666666666668,10.28081606880414,0,0,1,sedan_like,2.833213344056216,0,1,Chevrolet__Cobalt
Chevrolet,Nexia,2022,Седан,бензин,1.5,106000,Механика,Передний привод,1,1,12,3700000,2020.0,2026.0,1.0,1.0,0.0,2.0,6.0,0,15.123843647884687,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,unknown,0,11.571203807011969,26500.0,10.184937747111391,0,0,0,sedan_like,2.5649493574615367,0,0,Chevrolet__Nexia
Lexus,RX 350,2023,Кроссовер,бензин,2.4,44000,Автомат,Полный привод,1,1,11,33800000,2022.0,2026.0,1.0,5.0,0.0,1.0,4.0,0,17.335971390039045,1,Астана,Акмолинская область,tier_1,1,0,3,0,1,0,2_3,0,unknown,0,10.691967639914864,14666.666666666666,9.593400803726196,0,0,1,suv_like,2.4849066497880004,0,0,Lexus__RX 350
Chevrolet,Nexia,2021,Седан,бензин,1.5,155000,Механика,Передний привод,1,1,5,3450000,2020.0,2026.0,1.0,1.0,0.0,1.0,6.0,0,15.053885078862573,0,Кентау,Туркестанская область,other_city,0,0,5,0,0,0,4_7,0,белый,1,11.951186847493476,31000.0,10.34177474101152,0,1,0,sedan_like,1.791759469228055,0,0,Chevrolet__Nexia
